"","Age","Risk.factor","Sex","variable","value"
"2925",70,"Cardiovascular","Male","Assault",1
"2926",75,"Cardiovascular","Male","Assault",1
"2927",80,"Cardiovascular","Male","Assault",1
"2928",85,"Cardiovascular","Male","Assault",1
"2929",0,"Cardiovascular","Male","BreastCancer",1
"2930",15,"Cardiovascular","Male","BreastCancer",1
"2931",20,"Cardiovascular","Male","BreastCancer",1
"2932",25,"Cardiovascular","Male","BreastCancer",1
"2933",30,"Cardiovascular","Male","BreastCancer",1
"2934",35,"Cardiovascular","Male","BreastCancer",1
"2935",40,"Cardiovascular","Male","BreastCancer",1
"2936",45,"Cardiovascular","Male","BreastCancer",1
"2937",50,"Cardiovascular","Male","BreastCancer",1
"2938",55,"Cardiovascular","Male","BreastCancer",1
"2939",60,"Cardiovascular","Male","BreastCancer",1
"2940",65,"Cardiovascular","Male","BreastCancer",1
"2941",70,"Cardiovascular","Male","BreastCancer",1
"2942",75,"Cardiovascular","Male","BreastCancer",1
"2943",80,"Cardiovascular","Male","BreastCancer",1
"2944",85,"Cardiovascular","Male","BreastCancer",1
"2945",0,"Cardiovascular","Male","CerebrovascularDisease",1
"2946",15,"Cardiovascular","Male","CerebrovascularDisease",1
"2947",20,"Cardiovascular","Male","CerebrovascularDisease",1
"2948",25,"Cardiovascular","Male","CerebrovascularDisease",1
"2949",30,"Cardiovascular","Male","CerebrovascularDisease",1
"2950",35,"Cardiovascular","Male","CerebrovascularDisease",1
"2951",40,"Cardiovascular","Male","CerebrovascularDisease",1
"2952",45,"Cardiovascular","Male","CerebrovascularDisease",1
"2953",50,"Cardiovascular","Male","CerebrovascularDisease",1
"2954",55,"Cardiovascular","Male","CerebrovascularDisease",1
"2955",60,"Cardiovascular","Male","CerebrovascularDisease",1
"2956",65,"Cardiovascular","Male","CerebrovascularDisease",1
"2957",70,"Cardiovascular","Male","CerebrovascularDisease",1
"2958",75,"Cardiovascular","Male","CerebrovascularDisease",1
"2959",80,"Cardiovascular","Male","CerebrovascularDisease",1
"2960",85,"Cardiovascular","Male","CerebrovascularDisease",1
"2961",0,"Cardiovascular","Male","CervicalCancer",1
"2962",15,"Cardiovascular","Male","CervicalCancer",1
"2963",20,"Cardiovascular","Male","CervicalCancer",1
"2964",25,"Cardiovascular","Male","CervicalCancer",1
"2965",30,"Cardiovascular","Male","CervicalCancer",1
"2966",35,"Cardiovascular","Male","CervicalCancer",1
"2967",40,"Cardiovascular","Male","CervicalCancer",1
"2968",45,"Cardiovascular","Male","CervicalCancer",1
"2969",50,"Cardiovascular","Male","CervicalCancer",1
"2970",55,"Cardiovascular","Male","CervicalCancer",1
"2971",60,"Cardiovascular","Male","CervicalCancer",1
"2972",65,"Cardiovascular","Male","CervicalCancer",1
"2973",70,"Cardiovascular","Male","CervicalCancer",1
"2974",75,"Cardiovascular","Male","CervicalCancer",1
"2975",80,"Cardiovascular","Male","CervicalCancer",1
"2976",85,"Cardiovascular","Male","CervicalCancer",1
"2977",0,"Cardiovascular","Male","ChronicLiverDisease",1
"2978",15,"Cardiovascular","Male","ChronicLiverDisease",1
"2979",20,"Cardiovascular","Male","ChronicLiverDisease",1
"2980",25,"Cardiovascular","Male","ChronicLiverDisease",1
"2981",30,"Cardiovascular","Male","ChronicLiverDisease",1
"2982",35,"Cardiovascular","Male","ChronicLiverDisease",1
"2983",40,"Cardiovascular","Male","ChronicLiverDisease",1
"2984",45,"Cardiovascular","Male","ChronicLiverDisease",1
"2985",50,"Cardiovascular","Male","ChronicLiverDisease",1
"2986",55,"Cardiovascular","Male","ChronicLiverDisease",1
"2987",60,"Cardiovascular","Male","ChronicLiverDisease",1
"2988",65,"Cardiovascular","Male","ChronicLiverDisease",1
"2989",70,"Cardiovascular","Male","ChronicLiverDisease",1
"2990",75,"Cardiovascular","Male","ChronicLiverDisease",1
"2991",80,"Cardiovascular","Male","ChronicLiverDisease",1
"2992",85,"Cardiovascular","Male","ChronicLiverDisease",1
"2993",0,"Cardiovascular","Male","ChronicLowerRespiratoryDisease",1
"2994",15,"Cardiovascular","Male","ChronicLowerRespiratoryDisease",1
"2995",20,"Cardiovascular","Male","ChronicLowerRespiratoryDisease",1
"2996",25,"Cardiovascular","Male","ChronicLowerRespiratoryDisease",1
"2997",30,"Cardiovascular","Male","ChronicLowerRespiratoryDisease",1
"2998",35,"Cardiovascular","Male","ChronicLowerRespiratoryDisease",1
"2999",40,"Cardiovascular","Male","ChronicLowerRespiratoryDisease",1
"3000",45,"Cardiovascular","Male","ChronicLowerRespiratoryDisease",1
"3001",50,"Cardiovascular","Male","ChronicLowerRespiratoryDisease",1
"3002",55,"Cardiovascular","Male","ChronicLowerRespiratoryDisease",1
"3003",60,"Cardiovascular","Male","ChronicLowerRespiratoryDisease",1
"3004",65,"Cardiovascular","Male","ChronicLowerRespiratoryDisease",1
"3005",70,"Cardiovascular","Male","ChronicLowerRespiratoryDisease",1
"3006",75,"Cardiovascular","Male","ChronicLowerRespiratoryDisease",1
"3007",80,"Cardiovascular","Male","ChronicLowerRespiratoryDisease",1
"3008",85,"Cardiovascular","Male","ChronicLowerRespiratoryDisease",1
"3009",0,"Cardiovascular","Male","ColorectalCancer",1
"3010",15,"Cardiovascular","Male","ColorectalCancer",1
"3011",20,"Cardiovascular","Male","ColorectalCancer",1
"3012",25,"Cardiovascular","Male","ColorectalCancer",1
"3013",30,"Cardiovascular","Male","ColorectalCancer",1
"3014",35,"Cardiovascular","Male","ColorectalCancer",1
"3015",40,"Cardiovascular","Male","ColorectalCancer",1
"3016",45,"Cardiovascular","Male","ColorectalCancer",1
"3017",50,"Cardiovascular","Male","ColorectalCancer",1
"3018",55,"Cardiovascular","Male","ColorectalCancer",1
"3019",60,"Cardiovascular","Male","ColorectalCancer",1
"3020",65,"Cardiovascular","Male","ColorectalCancer",1
"3021",70,"Cardiovascular","Male","ColorectalCancer",1
"3022",75,"Cardiovascular","Male","ColorectalCancer",1
"3023",80,"Cardiovascular","Male","ColorectalCancer",1
"3024",85,"Cardiovascular","Male","ColorectalCancer",1
"3025",0,"Cardiovascular","Male","HeartDiseases",1
"3026",15,"Cardiovascular","Male","HeartDiseases",1
"3027",20,"Cardiovascular","Male","HeartDiseases",1
"3028",25,"Cardiovascular","Male","HeartDiseases",1
"3029",30,"Cardiovascular","Male","HeartDiseases",1
"3030",35,"Cardiovascular","Male","HeartDiseases",1
"3031",40,"Cardiovascular","Male","HeartDiseases",1
"3032",45,"Cardiovascular","Male","HeartDiseases",1
"3033",50,"Cardiovascular","Male","HeartDiseases",1
"3034",55,"Cardiovascular","Male","HeartDiseases",1
"3035",60,"Cardiovascular","Male","HeartDiseases",1
"3036",65,"Cardiovascular","Male","HeartDiseases",1
"3037",70,"Cardiovascular","Male","HeartDiseases",1
"3038",75,"Cardiovascular","Male","HeartDiseases",1
"3039",80,"Cardiovascular","Male","HeartDiseases",1
"3040",85,"Cardiovascular","Male","HeartDiseases",1
"3041",0,"Cardiovascular","Male","Hypertension",1
"3042",15,"Cardiovascular","Male","Hypertension",1
"3043",20,"Cardiovascular","Male","Hypertension",1
"3044",25,"Cardiovascular","Male","Hypertension",1
"3045",30,"Cardiovascular","Male","Hypertension",1
"3046",35,"Cardiovascular","Male","Hypertension",1
"3047",40,"Cardiovascular","Male","Hypertension",1
"3048",45,"Cardiovascular","Male","Hypertension",1
"3049",50,"Cardiovascular","Male","Hypertension",1
"3050",55,"Cardiovascular","Male","Hypertension",1
"3051",60,"Cardiovascular","Male","Hypertension",1
"3052",65,"Cardiovascular","Male","Hypertension",1
"3053",70,"Cardiovascular","Male","Hypertension",1
"3054",75,"Cardiovascular","Male","Hypertension",1
"3055",80,"Cardiovascular","Male","Hypertension",1
"3056",85,"Cardiovascular","Male","Hypertension",1
"3057",0,"Cardiovascular","Male","InfluenzaPneumonia",1
"3058",15,"Cardiovascular","Male","InfluenzaPneumonia",1
"3059",20,"Cardiovascular","Male","InfluenzaPneumonia",1
"3060",25,"Cardiovascular","Male","InfluenzaPneumonia",1
"3061",30,"Cardiovascular","Male","InfluenzaPneumonia",1
"3062",35,"Cardiovascular","Male","InfluenzaPneumonia",1
"3063",40,"Cardiovascular","Male","InfluenzaPneumonia",1
"3064",45,"Cardiovascular","Male","InfluenzaPneumonia",1
"3065",50,"Cardiovascular","Male","InfluenzaPneumonia",1
"3066",55,"Cardiovascular","Male","InfluenzaPneumonia",1
"3067",60,"Cardiovascular","Male","InfluenzaPneumonia",1
"3068",65,"Cardiovascular","Male","InfluenzaPneumonia",1
"3069",70,"Cardiovascular","Male","InfluenzaPneumonia",1
"3070",75,"Cardiovascular","Male","InfluenzaPneumonia",1
"3071",80,"Cardiovascular","Male","InfluenzaPneumonia",1
"3072",85,"Cardiovascular","Male","InfluenzaPneumonia",1
"3073",0,"Cardiovascular","Male","LungCancer",1
"3074",15,"Cardiovascular","Male","LungCancer",1
"3075",20,"Cardiovascular","Male","LungCancer",1
"3076",25,"Cardiovascular","Male","LungCancer",1
"3077",30,"Cardiovascular","Male","LungCancer",1
"3078",35,"Cardiovascular","Male","LungCancer",1
"3079",40,"Cardiovascular","Male","LungCancer",1
"3080",45,"Cardiovascular","Male","LungCancer",1
"3081",50,"Cardiovascular","Male","LungCancer",1
"3082",55,"Cardiovascular","Male","LungCancer",1
"3083",60,"Cardiovascular","Male","LungCancer",1
"3084",65,"Cardiovascular","Male","LungCancer",1
"3085",70,"Cardiovascular","Male","LungCancer",1
"3086",75,"Cardiovascular","Male","LungCancer",1
"3087",80,"Cardiovascular","Male","LungCancer",1
"3088",85,"Cardiovascular","Male","LungCancer",1
"3089",0,"Cardiovascular","Male","MaternalMortality",1
"3090",15,"Cardiovascular","Male","MaternalMortality",1
"3091",20,"Cardiovascular","Male","MaternalMortality",1
"3092",25,"Cardiovascular","Male","MaternalMortality",1
"3093",30,"Cardiovascular","Male","MaternalMortality",1
"3094",35,"Cardiovascular","Male","MaternalMortality",1
"3095",40,"Cardiovascular","Male","MaternalMortality",1
"3096",45,"Cardiovascular","Male","MaternalMortality",1
"3097",50,"Cardiovascular","Male","MaternalMortality",1
"3098",55,"Cardiovascular","Male","MaternalMortality",1
"3099",60,"Cardiovascular","Male","MaternalMortality",1
"3100",65,"Cardiovascular","Male","MaternalMortality",1
"3101",70,"Cardiovascular","Male","MaternalMortality",1
"3102",75,"Cardiovascular","Male","MaternalMortality",1
"3103",80,"Cardiovascular","Male","MaternalMortality",1
"3104",85,"Cardiovascular","Male","MaternalMortality",1
"3105",0,"Cardiovascular","Male","OtherCancer",1
"3106",15,"Cardiovascular","Male","OtherCancer",1
"3107",20,"Cardiovascular","Male","OtherCancer",1
"3108",25,"Cardiovascular","Male","OtherCancer",1
"3109",30,"Cardiovascular","Male","OtherCancer",1
"3110",35,"Cardiovascular","Male","OtherCancer",1
"3111",40,"Cardiovascular","Male","OtherCancer",1
"3112",45,"Cardiovascular","Male","OtherCancer",1
"3113",50,"Cardiovascular","Male","OtherCancer",1
"3114",55,"Cardiovascular","Male","OtherCancer",1
"3115",60,"Cardiovascular","Male","OtherCancer",1
"3116",65,"Cardiovascular","Male","OtherCancer",1
"3117",70,"Cardiovascular","Male","OtherCancer",1
"3118",75,"Cardiovascular","Male","OtherCancer",1
"3119",80,"Cardiovascular","Male","OtherCancer",1
"3120",85,"Cardiovascular","Male","OtherCancer",1
"3121",0,"Cardiovascular","Male","Overdose",1
"3122",15,"Cardiovascular","Male","Overdose",1
"3123",20,"Cardiovascular","Male","Overdose",1
"3124",25,"Cardiovascular","Male","Overdose",1
"3125",30,"Cardiovascular","Male","Overdose",1
"3126",35,"Cardiovascular","Male","Overdose",1
"3127",40,"Cardiovascular","Male","Overdose",1
"3128",45,"Cardiovascular","Male","Overdose",1
"3129",50,"Cardiovascular","Male","Overdose",1
"3130",55,"Cardiovascular","Male","Overdose",1
"3131",60,"Cardiovascular","Male","Overdose",1
"3132",65,"Cardiovascular","Male","Overdose",1
"3133",70,"Cardiovascular","Male","Overdose",1
"3134",75,"Cardiovascular","Male","Overdose",1
"3135",80,"Cardiovascular","Male","Overdose",1
"3136",85,"Cardiovascular","Male","Overdose",1
"3137",0,"Cardiovascular","Male","Parkinsons",1
"3138",15,"Cardiovascular","Male","Parkinsons",1
"3139",20,"Cardiovascular","Male","Parkinsons",1
"3140",25,"Cardiovascular","Male","Parkinsons",1
"3141",30,"Cardiovascular","Male","Parkinsons",1
"3142",35,"Cardiovascular","Male","Parkinsons",1
"3143",40,"Cardiovascular","Male","Parkinsons",1
"3144",45,"Cardiovascular","Male","Parkinsons",1
"3145",50,"Cardiovascular","Male","Parkinsons",1
"3146",55,"Cardiovascular","Male","Parkinsons",1
"3147",60,"Cardiovascular","Male","Parkinsons",1
"3148",65,"Cardiovascular","Male","Parkinsons",1
"3149",70,"Cardiovascular","Male","Parkinsons",1
"3150",75,"Cardiovascular","Male","Parkinsons",1
"3151",80,"Cardiovascular","Male","Parkinsons",1
"3152",85,"Cardiovascular","Male","Parkinsons",1
"3153",0,"Cardiovascular","Male","ProstateCancer",1
"3154",15,"Cardiovascular","Male","ProstateCancer",1
"3155",20,"Cardiovascular","Male","ProstateCancer",1
"3156",25,"Cardiovascular","Male","ProstateCancer",1
"3157",30,"Cardiovascular","Male","ProstateCancer",1
"3158",35,"Cardiovascular","Male","ProstateCancer",1
"3159",40,"Cardiovascular","Male","ProstateCancer",1
"3160",45,"Cardiovascular","Male","ProstateCancer",1
"3161",50,"Cardiovascular","Male","ProstateCancer",1
"3162",55,"Cardiovascular","Male","ProstateCancer",1
"3163",60,"Cardiovascular","Male","ProstateCancer",1
"3164",65,"Cardiovascular","Male","ProstateCancer",1
"3165",70,"Cardiovascular","Male","ProstateCancer",1
"3166",75,"Cardiovascular","Male","ProstateCancer",1
"3167",80,"Cardiovascular","Male","ProstateCancer",1
"3168",85,"Cardiovascular","Male","ProstateCancer",1
"3169",0,"Cardiovascular","Male","Suicide",1
"3170",15,"Cardiovascular","Male","Suicide",1
"3171",20,"Cardiovascular","Male","Suicide",1
"3172",25,"Cardiovascular","Male","Suicide",1
"3173",30,"Cardiovascular","Male","Suicide",1
"3174",35,"Cardiovascular","Male","Suicide",1
"3175",40,"Cardiovascular","Male","Suicide",1
"3176",45,"Cardiovascular","Male","Suicide",1
"3177",50,"Cardiovascular","Male","Suicide",1
"3178",55,"Cardiovascular","Male","Suicide",1
"3179",60,"Cardiovascular","Male","Suicide",1
"3180",65,"Cardiovascular","Male","Suicide",1
"3181",70,"Cardiovascular","Male","Suicide",1
"3182",75,"Cardiovascular","Male","Suicide",1
"3183",80,"Cardiovascular","Male","Suicide",1
"3184",85,"Cardiovascular","Male","Suicide",1
"3185",0,"Cardiovascular","Male","Type2Diabetes",1
"3186",15,"Cardiovascular","Male","Type2Diabetes",1
"3187",20,"Cardiovascular","Male","Type2Diabetes",1
"3188",25,"Cardiovascular","Male","Type2Diabetes",1
"3189",30,"Cardiovascular","Male","Type2Diabetes",1
"3190",35,"Cardiovascular","Male","Type2Diabetes",1
"3191",40,"Cardiovascular","Male","Type2Diabetes",1
"3192",45,"Cardiovascular","Male","Type2Diabetes",1
"3193",50,"Cardiovascular","Male","Type2Diabetes",1
"3194",55,"Cardiovascular","Male","Type2Diabetes",1
"3195",60,"Cardiovascular","Male","Type2Diabetes",1
"3196",65,"Cardiovascular","Male","Type2Diabetes",1
"3197",70,"Cardiovascular","Male","Type2Diabetes",1
"3198",75,"Cardiovascular","Male","Type2Diabetes",1
"3199",80,"Cardiovascular","Male","Type2Diabetes",1
"3200",85,"Cardiovascular","Male","Type2Diabetes",1
"3201",0,"ChronicPain","Female","Accident",1
"3202",15,"ChronicPain","Female","Accident",1
"3203",20,"ChronicPain","Female","Accident",1
"3204",25,"ChronicPain","Female","Accident",1
"3205",30,"ChronicPain","Female","Accident",1
"3206",35,"ChronicPain","Female","Accident",1
"3207",40,"ChronicPain","Female","Accident",1
"3208",45,"ChronicPain","Female","Accident",1
"3209",50,"ChronicPain","Female","Accident",1
"3210",55,"ChronicPain","Female","Accident",1
"3211",60,"ChronicPain","Female","Accident",1
"3212",65,"ChronicPain","Female","Accident",1
"3213",70,"ChronicPain","Female","Accident",1
"3214",75,"ChronicPain","Female","Accident",1
"3215",80,"ChronicPain","Female","Accident",1
"3216",85,"ChronicPain","Female","Accident",1
"3217",0,"ChronicPain","Female","Alzheimers",1
"3218",15,"ChronicPain","Female","Alzheimers",1
"3219",20,"ChronicPain","Female","Alzheimers",1
"3220",25,"ChronicPain","Female","Alzheimers",1
"3221",30,"ChronicPain","Female","Alzheimers",1
"3222",35,"ChronicPain","Female","Alzheimers",1
"3223",40,"ChronicPain","Female","Alzheimers",1
"3224",45,"ChronicPain","Female","Alzheimers",1
"3225",50,"ChronicPain","Female","Alzheimers",1
"3226",55,"ChronicPain","Female","Alzheimers",1
"3227",60,"ChronicPain","Female","Alzheimers",1
"3228",65,"ChronicPain","Female","Alzheimers",1
"3229",70,"ChronicPain","Female","Alzheimers",1
"3230",75,"ChronicPain","Female","Alzheimers",1
"3231",80,"ChronicPain","Female","Alzheimers",1
"3232",85,"ChronicPain","Female","Alzheimers",1
"3233",0,"ChronicPain","Female","Assault",1
"3234",15,"ChronicPain","Female","Assault",1
"3235",20,"ChronicPain","Female","Assault",1
"3236",25,"ChronicPain","Female","Assault",1
"3237",30,"ChronicPain","Female","Assault",1
"3238",35,"ChronicPain","Female","Assault",1
"3239",40,"ChronicPain","Female","Assault",1
"3240",45,"ChronicPain","Female","Assault",1
"3241",50,"ChronicPain","Female","Assault",1
"3242",55,"ChronicPain","Female","Assault",1
"3243",60,"ChronicPain","Female","Assault",1
"3244",65,"ChronicPain","Female","Assault",1
"3245",70,"ChronicPain","Female","Assault",1
"3246",75,"ChronicPain","Female","Assault",1
"3247",80,"ChronicPain","Female","Assault",1
"3248",85,"ChronicPain","Female","Assault",1
"3249",0,"ChronicPain","Female","BreastCancer",1
"3250",15,"ChronicPain","Female","BreastCancer",1
"3251",20,"ChronicPain","Female","BreastCancer",1
"3252",25,"ChronicPain","Female","BreastCancer",1
"3253",30,"ChronicPain","Female","BreastCancer",1
"3254",35,"ChronicPain","Female","BreastCancer",1
"3255",40,"ChronicPain","Female","BreastCancer",1
"3256",45,"ChronicPain","Female","BreastCancer",1
"3257",50,"ChronicPain","Female","BreastCancer",1
"3258",55,"ChronicPain","Female","BreastCancer",1
"3259",60,"ChronicPain","Female","BreastCancer",1
"3260",65,"ChronicPain","Female","BreastCancer",1
"3261",70,"ChronicPain","Female","BreastCancer",1
"3262",75,"ChronicPain","Female","BreastCancer",1
"3263",80,"ChronicPain","Female","BreastCancer",1
"3264",85,"ChronicPain","Female","BreastCancer",1
"3265",0,"ChronicPain","Female","CerebrovascularDisease",1
"3266",15,"ChronicPain","Female","CerebrovascularDisease",1
"3267",20,"ChronicPain","Female","CerebrovascularDisease",1
"3268",25,"ChronicPain","Female","CerebrovascularDisease",1
"3269",30,"ChronicPain","Female","CerebrovascularDisease",1
"3270",35,"ChronicPain","Female","CerebrovascularDisease",1
"3271",40,"ChronicPain","Female","CerebrovascularDisease",1
"3272",45,"ChronicPain","Female","CerebrovascularDisease",1
"3273",50,"ChronicPain","Female","CerebrovascularDisease",1
"3274",55,"ChronicPain","Female","CerebrovascularDisease",1
"3275",60,"ChronicPain","Female","CerebrovascularDisease",1
"3276",65,"ChronicPain","Female","CerebrovascularDisease",1
"3277",70,"ChronicPain","Female","CerebrovascularDisease",1
"3278",75,"ChronicPain","Female","CerebrovascularDisease",1
"3279",80,"ChronicPain","Female","CerebrovascularDisease",1
"3280",85,"ChronicPain","Female","CerebrovascularDisease",1
"3281",0,"ChronicPain","Female","CervicalCancer",1
"3282",15,"ChronicPain","Female","CervicalCancer",1
"3283",20,"ChronicPain","Female","CervicalCancer",1
"3284",25,"ChronicPain","Female","CervicalCancer",1
